MODEL,SCENARIO,REGION,variable,criterion,errortolerance,error
GCAM 3.0,AMPERE2-450-Conv-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.18753099509164622
GCAM 3.0,AMPERE2-450-Conv-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.06158905037224349
GCAM 3.0,AMPERE2-450-LimBio-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1910819660249482
GCAM 3.0,AMPERE2-450-LowEI-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2521389535732912
GCAM 3.0,AMPERE2-450-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.26327372127356913
GCAM 3.0,AMPERE2-550-EERE-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.09531955928317878
GCAM 3.0,AMPERE2-550-NoCCS-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.29909204788232513
GCAM 3.0,EMF27-450-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2703414124844428
GCAM 3.0,EMF27-450-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0847905696832383
GCAM 3.0,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.17680131179889375
GCAM 3.0,EMF27-550-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.155444510213251
GCAM 3.0,EMF27-550-LimBio,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.14803369284210605
GCAM 3.0,EMF27-550-LimSW,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.19304371611268184
GCAM 3.0,EMF27-550-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.12398476570297172
GCAM 3.0,EMF27-550-NucOff,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.28937631705714606
GCAM 3.0,ROSE 550 FS Gr,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.24532516580543615
GCAM 3.0,ROSE 550 HI Coal,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2988655718798282
GCAM 3.0,ROSE 550 HI Fos,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2791595324402966
GCAM 3.0,ROSE 550 LO Oil,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.296635710942463
GCAM 3.1,LIMITS-450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.09521128898735415
GCAM 3.1,LIMITS-RefPol-450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.07600585181014001
GCAM 3.1,LIMITS-RefPol-450-EE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.07600585181014001
GCAM 3.1,LIMITS-RefPol-450-PC,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.07600585181014001
GCAM 3.1,LIMITS-RefPol-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.29163907453292137
GCAM 3.1,LIMITS-StrPol-450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.06371231738738825
GCAM 3.1,LIMITS-StrPol-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2731118631209836
GEM-E3-ICCS,AMPERE3-450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.11490255697745563
GEM-E3-ICCS,AMPERE3-450P-CE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.02806662115947955
GEM-E3-ICCS,AMPERE3-450P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.15563730147100296
GEM-E3-ICCS,AMPERE3-CF450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1179075981322642
GRAPE ver2011,EMF27-550-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.07096845084166392
GRAPE ver2011,EMF27-Base-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.24012425473633217
GRAPE_ver1998,AME CO2 price $30 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.11908721658780795
GRAPE_ver1998,AME CO2 price $50 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.11015904702185392
GTEMREF32,AME CO2 price $50 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.22735576076715508
IGSM,Level2,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.11687845162110205
IMACLIM v1.1,AMPERE2-450-FullTech-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2365444322260905
IMACLIM v1.1,AMPERE2-450-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0212083282005332
IMACLIM v1.1,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.08083689733742261
IMACLIM v1.1,EMF27-550-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.027124653417146205
IMACLIM v1.1,EMF27-550-LimBio,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.05063245871344907
IMACLIM v1.1,EMF27-550-LimSW,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.005608724012701127
IMACLIM v1.1,EMF27-550-NucOff,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.01364887047746105
IMACLIM v1.1,EMF27-Base-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.272238601394703
IMACLIM v1.1,EMF27-G8-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.18344832349803644
IMAGE 2.4,AME 3.7 W/m2 NTE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2282748326366708
IMAGE 2.4,AME CO2 price $10 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.04237874749073983
IMAGE 2.4,AMPERE2-550-FullTech-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.06554424039957657
IMAGE 2.4,AMPERE2-550-FullTech-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1491076841730832
IMAGE 2.4,AMPERE3-450P-CE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.013480448319503804
IMAGE 2.4,AMPERE3-450P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2452677001632249
IMAGE 2.4,AMPERE3-550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.03149705852876049
IMAGE 2.4,AMPERE3-CF550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1491076841730832
IMAGE 2.4,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.12312204185190864
IMAGE 2.4,EMF27-550-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.19797295018021477
IMAGE 2.4,EMF27-550-LimBio,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1874640274971237
IMAGE 2.4,EMF27-550-LimSW,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13615606130978303
IMAGE 2.4,EMF27-550-NucOff,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.16726524434353995
IMAGE 2.4,EMF27-Base-EERE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.27983300758892027
IMAGE 2.4,EMF27-Base-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2040540772752507
IMAGE 2.4,EMF27-FP-EERE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1550258466513456
IMAGE 2.4,EMF27-FP-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.11220373122785238
IMAGE 2.4,LIMITS-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1649578990924947
IMAGE 2.4,LIMITS-RefPol2030-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.08773295081592172
IMAGE 2.4,LIMITS-StrPol,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.045873437442713744
KEI-Linkages,AME CO2 price $30 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.042526504766209366
MERGE_EMF27,EMF27-FP-EERE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1800414757221851
MERGE-ETL_2011,AMPERE2-450-FullTech-HST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.16356742252816495
MERGE-ETL_2011,AMPERE2-450-FullTech-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.11680387085367105
MERGE-ETL_2011,AMPERE2-450-FullTech-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13744330327140508
MERGE-ETL_2011,AMPERE2-450-LimSW-HST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.20948279745770337
MERGE-ETL_2011,AMPERE2-450-LowEI-HST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13942317552075462
MERGE-ETL_2011,AMPERE2-450-NucOff-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2933706916524359
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.23912890496566713
MERGE-ETL_2011,AMPERE2-550-Conv-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.03572091868615487
MERGE-ETL_2011,AMPERE2-550-LimSW-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.04659121647557704
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.053351720082303766
MERGE-ETL_2011,AMPERE3-450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.16250199669047238
MERGE-ETL_2011,AMPERE3-450P-CE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.24299038044858856
MERGE-ETL_2011,AMPERE3-CF450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13744330327140508
MESSAGE V.3,AME 3.7 W/m2 NTE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13448737943543354
MESSAGE V.3,AME CO2 price $10 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.10291514766334645
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.23313702581373602
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.23621980227656877
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.20003572227668753
MESSAGE V.4,AMPERE2-550-FullTech-HST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.26177319838618585
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.15574502443935662
MESSAGE V.4,AMPERE2-550-FullTech-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2428572749421773
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.044234375817439414
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1005988067848311
MESSAGE V.4,AMPERE2-550-NucOff-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.23725037443921604
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2242487471269119
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.22998620275969883
MESSAGE V.4,AMPERE3-450P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.055875623578184055
MESSAGE V.4,AMPERE3-550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.17297350295674319
MESSAGE V.4,AMPERE3-CF550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2428572749421773
MESSAGE V.4,EMF27-Base-EERE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.08992045105888502
MESSAGE V.4,EMF27-Base-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.08985608136321854
MESSAGE V.4,LIMITS-StrPol,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.29707585035561185
Phoenix 2012.4,AME CO2 price $10 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.022640480281569952
Phoenix 2012.4,EMF27-Base-EERE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.09782606890591355
Phoenix 2012.4,EMF27-Base-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0010638771962289684
POLES AMPERE,AMPERE2-550-FullTech-HST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.24172196060516438
POLES AMPERE,AMPERE2-550-FullTech-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.28381915755393816
POLES AMPERE,AMPERE2-550-FullTech-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.17642640800616977
POLES AMPERE,AMPERE2-550-LimBio-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.17498921196778033
POLES AMPERE,AMPERE2-550-LimSW-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.29846635687332734
POLES AMPERE,AMPERE2-550-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2340213123438269
POLES AMPERE,AMPERE3-550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1306678646541059
POLES AMPERE,AMPERE3-550P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.251536950474771
POLES AMPERE,AMPERE3-CF450P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.08918108376301043
POLES AMPERE,AMPERE3-CF550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.17583373625181925
POLES EMF27,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.12725684130454076
POLES EMF27,EMF27-550-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2075825076710511
POLES EMF27,EMF27-550-LimBio,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.21393824103514894
POLES EMF27,EMF27-550-LimSW,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13755712374248252
POLES EMF27,EMF27-550-NucOff,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.033612637711659094
POLES EMF27,EMF27-G8-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.28169193797580294
POLES-AME,AME CO2 price $30 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.10957079586386223
REMIND 1.2,450CO2-delay2020,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,4.142343897273193e-4
REMIND 1.2,450CO2-EUonly,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.19677586093531063
REMIND 1.3,AME 3.7 W/m2 NTE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.22045744912584722
REMIND 1.3,AME CO2 price $30 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2535709051388583
REMIND 1.4,ROSE 550 DEF,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.04442939790199584
REMIND 1.4,ROSE 550 FS Gr,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.12166287326358283
REMIND 1.4,ROSE 550 FS Gr SL Con,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.024712523890485096
REMIND 1.4,ROSE 550 HI Coal,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.07589125392458193
REMIND 1.4,ROSE 550 HI Fos,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.14995912023656296
REMIND 1.4,ROSE 550 HI Gas,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.06117929261663352
REMIND 1.4,ROSE 550 HI Pop,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2104165231326458
REMIND 1.4,ROSE 550 LO Fos,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.09034090142936982
REMIND 1.4,ROSE 550 LO Oil,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.06020122327582926
REMIND 1.4,ROSE 550 SL Gr,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.03023828592687987
REMIND 1.5,AMPERE2-450-FullTech-HST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1907348383792296
REMIND 1.5,AMPERE2-450-NucOff-HST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13656558482319964
REMIND 1.5,AMPERE2-450-NucOff-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.270681403045425
REMIND 1.5,AMPERE2-550-Conv-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.16977420630749243
REMIND 1.5,AMPERE2-550-FullTech-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2646044416053017
REMIND 1.5,AMPERE2-550-LimBio-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.08409115453050407
REMIND 1.5,AMPERE2-550-LimSW-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.15520110092536105
REMIND 1.5,AMPERE2-550-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.03101473837231912
REMIND 1.5,AMPERE3-450P-CE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.07099648272077513
REMIND 1.5,AMPERE3-450P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.14964074631614221
REMIND 1.5,AMPERE3-550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.29006966760854935
REMIND 1.5,AMPERE3-CF450P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.223605579290782
REMIND 1.5,LIMITS-RefPol2030-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1671320530358555
TIAM-ECN,LIMITS-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.021139236147032454
TIAM-ECN,LIMITS-RefPol-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.023741515725486773
TIAM-ECN,LIMITS-RefPol2030-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0015087810595301957
TIAM-ECN,LIMITS-StrPol,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.22340268110597614
TIAM-ECN,LIMITS-StrPol-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.014477688442506603
TIAM-WORLD 2012.2,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1010341901666168
TIAM-WORLD 2012.2,EMF27-550-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0843058389509766
TIAM-WORLD 2012.2,EMF27-550-LimBio,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0669280676873738
TIAM-WORLD 2012.2,EMF27-550-LimSW,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.12379293096484706
TIAM-World_Mar2012,AME 3.7 W/m2 NTE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.07937240349669605
TIMES-VTT-2011,AME 3.7 W/m2 NTE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.017779968572162352
TIMES-VTT-2011,AME CO2 price $10 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.15998945431942793
WITCH_AME,AME 3.7 W/m2 NTE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.21329788766872262
WITCH_AME,AME CO2 price $30 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.19842293099833802
WITCH_AMPERE,AMPERE2-550-FullTech-HST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.18813267398761968
WITCH_AMPERE,AMPERE2-550-FullTech-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0743994643794216
WITCH_AMPERE,AMPERE2-550-FullTech-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0929516663478026
WITCH_AMPERE,AMPERE2-550-NucOff-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.21399506274346786
WITCH_AMPERE,AMPERE3-550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.11837064467843295
WITCH_AMPERE,AMPERE3-550P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.12900103129934232
WITCH_AMPERE,AMPERE3-CF550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0929516663478026
WITCH_AMPERE,AMPERE3-RefP-CE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.22178913003791892
WITCH_EMF27,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.09329919902192821
WITCH_EMF27,EMF27-550-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.14779392979151998
WITCH_EMF27,EMF27-550-LimBio,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.10210445962013973
WITCH_EMF27,EMF27-550-LimSW,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.14160795417682126
WITCH_EMF27,EMF27-550-NucOff,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0023708843484469
WITCH_ROSE,ROSE 550 DEF,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.10766553362681627
WITCH_ROSE,ROSE 550 FS Gr,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13547135225046716
WITCH_ROSE,ROSE 550 FS Gr SL Con,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.002649599967924715
WITCH_ROSE,ROSE 550 HI Coal,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.10143690292300084
WITCH_ROSE,ROSE 550 HI Fos,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.055628097988176695
WITCH_ROSE,ROSE 550 HI Gas,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.0903334157038059
WITCH_ROSE,ROSE 550 LO Fos,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.06436901684833435
WITCH_ROSE,ROSE 550 LO Oil,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1009414150749367
WITCH_ROSE,ROSE 550 SL Gr,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13005961845786515
WorldScan2,AMPERE3-550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.12067999388914308
WorldScan2,AMPERE3-CF550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13275268415965946
AIM/CGE,SSP1-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.08597876654552128
AIM/CGE,SSP1-Baseline,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.17667795898062783
AIM/CGE,SSP2-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.21291962748427296
AIM/CGE,SSP3-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.23107379650006432
AIM/CGE,SSP4-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.13816378688509684
AIM/CGE,SSP5-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.19829264129921112
IMAGE,SSP1-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.04588921010025142
IMAGE,SSP1-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.21522785819821527
IMAGE,SSP1-Baseline,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.27374089677317726
IMAGE,SSP2-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1065015680754752
IMAGE,SSP3-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.060249253098838836
IMAGE,SSP4-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2524861073323486
MESSAGE-GLOBIOM,SSP1-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.1748539383047595
MESSAGE-GLOBIOM,SSP1-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.051143068826431604
MESSAGE-GLOBIOM,SSP1-Baseline,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.20145880099209645
MESSAGE-GLOBIOM,SSP2-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.15001860320288518
MESSAGE-GLOBIOM,SSP2-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.15428245085667022
MESSAGE-GLOBIOM,SSP3-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.2776431850907259
REMIND-MAGPIE,SSP1-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.06814412952863375
REMIND-MAGPIE,SSP1-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.3,0.24083324687318974
