MODEL,SCENARIO,REGION,variable,DATABASE,growthmeasure,percent
MESSAGE V.4,AMPERE2-Base-Conv-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,AMPERE2-Base-Conv-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,AMPERE2-Base-Conv-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,AMPERE2-Base-Conv-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,AMPERE2-Base-Conv-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,AMPERE2-Base-EERE-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,AMPERE2-Base-EERE-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,AMPERE2-Base-EERE-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,AMPERE2-Base-EERE-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,AMPERE2-Base-EERE-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,AMPERE2-Base-FullTech-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,AMPERE2-Base-FullTech-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,AMPERE2-Base-FullTech-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,AMPERE2-Base-FullTech-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,AMPERE2-Base-FullTech-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,AMPERE2-Base-FullTech-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,AMPERE2-Base-LimBio-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,AMPERE2-Base-LimBio-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,AMPERE2-Base-LimBio-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,AMPERE2-Base-LimBio-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,AMPERE2-Base-LimBio-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,AMPERE2-Base-LimBio-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,AMPERE2-Base-LimSW-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,AMPERE2-Base-LimSW-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,AMPERE2-Base-LimSW-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,AMPERE2-Base-LimSW-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,AMPERE2-Base-LimSW-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,AMPERE2-Base-LimSW-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,AMPERE2-Base-NucOff-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,AMPERE2-Base-NucOff-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,AMPERE2-Base-NucOff-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,AMPERE2-Base-NucOff-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,AMPERE2-Base-NucOff-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,AMPERE2-Base-NucOff-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,AMPERE3-Base,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,AMPERE3-Base,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,AMPERE3-Base,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,AMPERE3-Base,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,AMPERE3-Base,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,AMPERE3-Base,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,EMF27-Base-Conv,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,EMF27-Base-Conv,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,EMF27-Base-Conv,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,EMF27-Base-Conv,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,EMF27-Base-Conv,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,EMF27-Base-Conv,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,EMF27-Base-EERE,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,EMF27-Base-EERE,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,EMF27-Base-EERE,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,EMF27-Base-EERE,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,EMF27-Base-EERE,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,EMF27-Base-EERE,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,EMF27-Base-FullTech,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,EMF27-Base-FullTech,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,EMF27-Base-FullTech,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,EMF27-Base-FullTech,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,EMF27-Base-FullTech,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,EMF27-Base-FullTech,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,EMF27-Base-LimBio,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,EMF27-Base-LimBio,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,EMF27-Base-LimBio,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,EMF27-Base-LimBio,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,EMF27-Base-LimBio,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,EMF27-Base-LimBio,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,EMF27-Base-LimSW,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,EMF27-Base-LimSW,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,EMF27-Base-LimSW,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,EMF27-Base-LimSW,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,EMF27-Base-LimSW,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,EMF27-Base-LimSW,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,EMF27-Base-LimTech,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,EMF27-Base-LimTech,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,EMF27-Base-LimTech,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,EMF27-Base-LimTech,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,EMF27-Base-LimTech,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,EMF27-Base-LimTech,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,EMF27-Base-LowEI,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,EMF27-Base-LowEI,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,EMF27-Base-LowEI,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,EMF27-Base-LowEI,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,EMF27-Base-LowEI,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,EMF27-Base-LowEI,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,EMF27-Base-NucOff,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,EMF27-Base-NucOff,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,EMF27-Base-NucOff,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,EMF27-Base-NucOff,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,EMF27-Base-NucOff,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,EMF27-Base-NucOff,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE V.4,LIMITS-Base,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
MESSAGE V.4,LIMITS-Base,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
MESSAGE V.4,LIMITS-Base,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
MESSAGE V.4,LIMITS-Base,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
MESSAGE V.4,LIMITS-Base,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
MESSAGE V.4,LIMITS-Base,World,pcgdpmer,AR5,growth0517,1.4700677068393135
MESSAGE-GLOBIOM,SSP1-Baseline,ASIA,pcgdpppp,SSPs,growth0517,5.908492904587778
MESSAGE-GLOBIOM,SSP1-Baseline,LAM,pcgdpppp,SSPs,growth0517,1.3807883933970442
MESSAGE-GLOBIOM,SSP1-Baseline,MAF,pcgdpppp,SSPs,growth0517,1.205690626473236
MESSAGE-GLOBIOM,SSP1-Baseline,OECD90,pcgdpppp,SSPs,growth0517,0.839912729436924
MESSAGE-GLOBIOM,SSP1-Baseline,REF,pcgdpppp,SSPs,growth0517,2.5984468896595634
MESSAGE-GLOBIOM,SSP1-Baseline,World,pcgdpppp,SSPs,growth0517,2.327527470445941
MESSAGE-GLOBIOM,SSP2-Baseline,ASIA,pcgdpppp,SSPs,growth0517,5.908492904587778
MESSAGE-GLOBIOM,SSP2-Baseline,LAM,pcgdpppp,SSPs,growth0517,1.3807883933970442
MESSAGE-GLOBIOM,SSP2-Baseline,MAF,pcgdpppp,SSPs,growth0517,1.205690626473236
MESSAGE-GLOBIOM,SSP2-Baseline,OECD90,pcgdpppp,SSPs,growth0517,0.839912729436924
MESSAGE-GLOBIOM,SSP2-Baseline,REF,pcgdpppp,SSPs,growth0517,2.5984468896595634
MESSAGE-GLOBIOM,SSP2-Baseline,World,pcgdpppp,SSPs,growth0517,2.327527470445941
MESSAGE-GLOBIOM,SSP3-Baseline,ASIA,pcgdpppp,SSPs,growth0517,5.908492904587778
MESSAGE-GLOBIOM,SSP3-Baseline,LAM,pcgdpppp,SSPs,growth0517,1.3807883933970442
MESSAGE-GLOBIOM,SSP3-Baseline,MAF,pcgdpppp,SSPs,growth0517,1.205690626473236
MESSAGE-GLOBIOM,SSP3-Baseline,OECD90,pcgdpppp,SSPs,growth0517,0.839912729436924
MESSAGE-GLOBIOM,SSP3-Baseline,REF,pcgdpppp,SSPs,growth0517,2.5984468896595634
MESSAGE-GLOBIOM,SSP3-Baseline,World,pcgdpppp,SSPs,growth0517,2.327527470445941
MiniCAM_EMF22,EMF22 Reference,World,pcgdpmer,AR5,growth0517,1.4700677068393135
Phoenix 2012.4,AME Reference,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
Phoenix 2012.4,AME Reference,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
Phoenix 2012.4,AME Reference,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
Phoenix 2012.4,AME Reference,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
Phoenix 2012.4,AME Reference,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
Phoenix 2012.4,AME Reference,World,pcgdpmer,AR5,growth0517,1.4700677068393135
Phoenix 2012.4,EMF27-Base-Conv,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
Phoenix 2012.4,EMF27-Base-Conv,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
Phoenix 2012.4,EMF27-Base-Conv,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
Phoenix 2012.4,EMF27-Base-Conv,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
Phoenix 2012.4,EMF27-Base-Conv,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
Phoenix 2012.4,EMF27-Base-Conv,World,pcgdpmer,AR5,growth0517,1.4700677068393135
Phoenix 2012.4,EMF27-Base-EERE,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
Phoenix 2012.4,EMF27-Base-EERE,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
Phoenix 2012.4,EMF27-Base-EERE,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
Phoenix 2012.4,EMF27-Base-EERE,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
Phoenix 2012.4,EMF27-Base-EERE,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
Phoenix 2012.4,EMF27-Base-EERE,World,pcgdpmer,AR5,growth0517,1.4700677068393135
Phoenix 2012.4,EMF27-Base-FullTech,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
Phoenix 2012.4,EMF27-Base-FullTech,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
Phoenix 2012.4,EMF27-Base-FullTech,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
Phoenix 2012.4,EMF27-Base-FullTech,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
Phoenix 2012.4,EMF27-Base-FullTech,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
Phoenix 2012.4,EMF27-Base-FullTech,World,pcgdpmer,AR5,growth0517,1.4700677068393135
Phoenix 2012.4,EMF27-Base-LimBio,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
Phoenix 2012.4,EMF27-Base-LimBio,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
Phoenix 2012.4,EMF27-Base-LimBio,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
Phoenix 2012.4,EMF27-Base-LimBio,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
Phoenix 2012.4,EMF27-Base-LimBio,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
Phoenix 2012.4,EMF27-Base-LimBio,World,pcgdpmer,AR5,growth0517,1.4700677068393135
Phoenix 2012.4,EMF27-Base-LimSW,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
Phoenix 2012.4,EMF27-Base-LimSW,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
Phoenix 2012.4,EMF27-Base-LimSW,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
Phoenix 2012.4,EMF27-Base-LimSW,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
Phoenix 2012.4,EMF27-Base-LimSW,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
Phoenix 2012.4,EMF27-Base-LimSW,World,pcgdpmer,AR5,growth0517,1.4700677068393135
Phoenix 2012.4,EMF27-Base-LimTech,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
Phoenix 2012.4,EMF27-Base-LimTech,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
Phoenix 2012.4,EMF27-Base-LimTech,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
Phoenix 2012.4,EMF27-Base-LimTech,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
Phoenix 2012.4,EMF27-Base-LimTech,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
Phoenix 2012.4,EMF27-Base-LimTech,World,pcgdpmer,AR5,growth0517,1.4700677068393135
Phoenix 2012.4,EMF27-Base-LowEI,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
Phoenix 2012.4,EMF27-Base-LowEI,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
Phoenix 2012.4,EMF27-Base-LowEI,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
Phoenix 2012.4,EMF27-Base-LowEI,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
Phoenix 2012.4,EMF27-Base-LowEI,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
Phoenix 2012.4,EMF27-Base-LowEI,World,pcgdpmer,AR5,growth0517,1.4700677068393135
Phoenix 2012.4,EMF27-Base-NucOff,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
Phoenix 2012.4,EMF27-Base-NucOff,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
Phoenix 2012.4,EMF27-Base-NucOff,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
Phoenix 2012.4,EMF27-Base-NucOff,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
Phoenix 2012.4,EMF27-Base-NucOff,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
Phoenix 2012.4,EMF27-Base-NucOff,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES AMPERE,AMPERE2-Base-Conv-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES AMPERE,AMPERE2-Base-Conv-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES AMPERE,AMPERE2-Base-Conv-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES AMPERE,AMPERE2-Base-Conv-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES AMPERE,AMPERE2-Base-Conv-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES AMPERE,AMPERE2-Base-Conv-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES AMPERE,AMPERE2-Base-EERE-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES AMPERE,AMPERE2-Base-EERE-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES AMPERE,AMPERE2-Base-EERE-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES AMPERE,AMPERE2-Base-EERE-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES AMPERE,AMPERE2-Base-EERE-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES AMPERE,AMPERE2-Base-EERE-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES AMPERE,AMPERE2-Base-FullTech-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES AMPERE,AMPERE2-Base-FullTech-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES AMPERE,AMPERE2-Base-FullTech-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES AMPERE,AMPERE2-Base-FullTech-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES AMPERE,AMPERE2-Base-FullTech-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES AMPERE,AMPERE2-Base-FullTech-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES AMPERE,AMPERE2-Base-LimBio-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES AMPERE,AMPERE2-Base-LimBio-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES AMPERE,AMPERE2-Base-LimBio-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES AMPERE,AMPERE2-Base-LimBio-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES AMPERE,AMPERE2-Base-LimBio-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES AMPERE,AMPERE2-Base-LimBio-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES AMPERE,AMPERE2-Base-LimSW-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES AMPERE,AMPERE2-Base-LimSW-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES AMPERE,AMPERE2-Base-LimSW-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES AMPERE,AMPERE2-Base-LimSW-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES AMPERE,AMPERE2-Base-LimSW-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES AMPERE,AMPERE2-Base-LimSW-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES AMPERE,AMPERE2-Base-LowEI-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES AMPERE,AMPERE2-Base-LowEI-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES AMPERE,AMPERE2-Base-LowEI-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES AMPERE,AMPERE2-Base-LowEI-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES AMPERE,AMPERE2-Base-LowEI-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES AMPERE,AMPERE2-Base-LowEI-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES AMPERE,AMPERE2-Base-NucOff-OPT,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES AMPERE,AMPERE2-Base-NucOff-OPT,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES AMPERE,AMPERE2-Base-NucOff-OPT,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES AMPERE,AMPERE2-Base-NucOff-OPT,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES AMPERE,AMPERE2-Base-NucOff-OPT,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES AMPERE,AMPERE2-Base-NucOff-OPT,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES AMPERE,AMPERE3-Base,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES AMPERE,AMPERE3-Base,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES AMPERE,AMPERE3-Base,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES AMPERE,AMPERE3-Base,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES AMPERE,AMPERE3-Base,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES AMPERE,AMPERE3-Base,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES EMF27,EMF27-Base-Conv,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES EMF27,EMF27-Base-Conv,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES EMF27,EMF27-Base-Conv,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES EMF27,EMF27-Base-Conv,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES EMF27,EMF27-Base-Conv,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES EMF27,EMF27-Base-Conv,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES EMF27,EMF27-Base-EERE,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES EMF27,EMF27-Base-EERE,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES EMF27,EMF27-Base-EERE,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES EMF27,EMF27-Base-EERE,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES EMF27,EMF27-Base-EERE,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES EMF27,EMF27-Base-EERE,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES EMF27,EMF27-Base-FullTech,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES EMF27,EMF27-Base-FullTech,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES EMF27,EMF27-Base-FullTech,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES EMF27,EMF27-Base-FullTech,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES EMF27,EMF27-Base-FullTech,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES EMF27,EMF27-Base-FullTech,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES EMF27,EMF27-Base-LimBio,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES EMF27,EMF27-Base-LimBio,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES EMF27,EMF27-Base-LimBio,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES EMF27,EMF27-Base-LimBio,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES EMF27,EMF27-Base-LimBio,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES EMF27,EMF27-Base-LimBio,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES EMF27,EMF27-Base-LimSW,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES EMF27,EMF27-Base-LimSW,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES EMF27,EMF27-Base-LimSW,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES EMF27,EMF27-Base-LimSW,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES EMF27,EMF27-Base-LimSW,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES EMF27,EMF27-Base-LimSW,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES EMF27,EMF27-Base-LimTech,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
POLES EMF27,EMF27-Base-LimTech,LAM,pcgdpmer,AR5,growth0517,1.2134723531766363
POLES EMF27,EMF27-Base-LimTech,MAF,pcgdpmer,AR5,growth0517,1.1842697451063922
POLES EMF27,EMF27-Base-LimTech,OECD90,pcgdpmer,AR5,growth0517,0.7828957133572196
POLES EMF27,EMF27-Base-LimTech,REF,pcgdpmer,AR5,growth0517,2.5367198880844746
POLES EMF27,EMF27-Base-LimTech,World,pcgdpmer,AR5,growth0517,1.4700677068393135
POLES EMF27,EMF27-Base-LowEI,ASIA,pcgdpmer,AR5,growth0517,5.883666333649332
